,U_perp,U_parallel,Slip,Tr,Vr,Hypo_as,Hypo_dd,std_U_perp,std_U_parallel,std_U,std_Tr,std_Vr,std_Hypo_as,std_Hypo_dd,lat,lon,depth,strike,dip
134,0.8751377722620964,-0.062373474000487476,0.8773577210572404,17.603553409576417,2.4521960258483886,,,0.3964435156946632,0.275545225135831,0.3906508289180703,2.8646414631862926,0.7210543724765356,,,-30.185,-71.703,24.94,4.0,20.23
135,-0.5990352808684111,0.06430998573661782,0.6024774203159319,28.712141361236572,2.1190170639753343,,,0.35300285118931124,0.3299179448772083,0.315194716344761,3.7168980384033077,0.8837367390688964,,,-30.195,-71.529,31.54,4.0,22.83
136,0.6586051296442748,0.34801563546061515,0.7448997243379861,25.209934806823732,2.5302355217933656,,,0.528473636595894,0.3415737341542192,0.45206537967835014,3.0473706521450294,0.6764065403585263,,,-30.204,-71.359,38.89,4.0,25.36
137,0.007965741084772162,0.19643752517178656,0.1965989682746222,16.337462635040282,2.527884369492531,,,0.528587947410833,0.5135647194592758,0.3567744277792949,3.771532464140666,0.6353314721177182,,,-30.214,-71.192,46.95,4.0,27.84
138,-2.044178839921951,-0.4716372550558299,2.0978819866573173,24.6099733543396,1.0758833593130113,,,0.8384767259254609,0.3658496478015953,0.7681700878608072,3.528408569219565,0.39653228367833343,,,-30.222,-71.029,55.69,4.0,30.27
139,3.2301515538245438,0.31215113681275397,3.245199129928487,25.978490810394288,2.190366169214249,,,1.1285658643829626,0.7355891457093993,1.1302175894891444,3.8219940179186542,0.8830776227283619,,,-30.231,-70.869,65.09,4.0,32.66
140,-1.0724549319967627,1.9323998492956163,2.210051754760938,20.00215376853943,1.5299631083011627,,,1.344557412505763,1.5791765475916446,1.2638607810431846,3.7012729442634424,0.5742777201351292,,,-29.978,-72.41,6.72,4.0,8.82
141,1.082030805107206,1.834466025158763,2.1298019299133757,33.73073459625244,2.120715692639351,,,1.486759862031328,1.757335908083661,1.471128586899028,3.2777510462824577,0.9209766471890007,,,-29.99,-72.227,9.95,4.0,11.88
142,-0.5633259026706219,1.1823939913511277,1.3097295993459572,32.69029697418213,1.366138676404953,,,1.2813366735679699,0.8952601637295104,0.9890214503169993,3.631392128167655,0.5973600975941944,,,-30.001,-72.045,14.1,4.0,14.78
143,0.3635231593344361,0.05733073005452752,0.36801616809737436,18.73174603462219,2.615432144999504,,,0.6234624061769699,0.47043943423777185,0.4189700243591331,3.7513940218909214,0.8022826737526148,,,-30.012,-71.867,19.11,4.0,17.55
144,-0.08797733967658132,0.1841423453669995,0.20407943466657266,21.336732749938964,2.9897722697257993,,,0.5643810453839619,0.46278099099327624,0.3364996985833223,3.7763659621057974,0.6269934903831276,,,-30.023,-71.69,24.94,4.0,20.23
145,0.05823365115793422,-0.3018237900454551,0.3073902379136119,25.229588556289674,2.165244843959808,,,0.4581594653457511,0.4480485917983627,0.31661200735853307,3.5654290093847596,0.8312265716962218,,,-30.033,-71.517,31.54,4.0,22.83
146,-0.06356443063821643,-0.32391798177734016,0.33009588873699397,25.62973850250244,2.5395940202474594,,,0.47234833142597915,0.4386806628337044,0.29565939122598933,4.343366773449181,0.7468083414534663,,,-30.042,-71.347,38.89,4.0,25.36
147,0.23611363299191,-0.17251955605344846,0.2924254518770849,28.58113434791565,2.234408000707626,,,0.8800454069937957,0.4967224810672365,0.46260605254333503,3.5270893485131607,0.9314197843969692,,,-30.051,-71.18,46.95,4.0,27.84
148,-0.18856964696198703,0.8080126221152022,0.8297245984378508,19.513924331665038,3.2245234620571135,,,1.1585063953291332,0.6893007702168538,0.6515887023624667,2.376660596662876,0.606451400562569,,,-30.06,-71.017,55.69,4.0,30.27
149,1.8743511424958705,0.16511469037272036,1.8816097008552157,19.74323399543762,1.0518728840351104,,,0.7893501104365713,0.6401091825783121,0.7500415683478981,3.347905288940187,0.38960252575948984,,,-30.069,-70.858,65.09,4.0,32.66
150,0.4719861646741629,3.83507250636816,3.8640072552655473,27.444436454772948,1.744727499485016,,,1.4743416346070093,1.4425775237480818,1.431247487072774,3.767169054961595,0.8219422873794138,,,-29.816,-72.396,6.72,4.0,8.82
151,0.9819540559314192,1.264465199992992,1.6009703338767656,20.029488372802735,1.6881995844841002,,,1.3954199833928174,1.1781714621167068,1.0410743988107367,3.2833215855039444,0.6661626694009204,,,-29.828,-72.213,9.95,4.0,11.88
152,0.15922742649912835,0.11598968028090895,0.19699487120532555,14.674300708770751,2.370547368526459,,,0.9718314936512921,0.6205389786373932,0.5933980283749056,3.297914819285284,0.8873713585274796,,,-29.839,-72.032,14.1,4.0,14.78
153,-1.0518042085552588,1.1128651537117549,1.53126122640144,20.546019048690795,1.4773973095417023,,,1.030970174172672,0.8180623870189787,0.823511825097216,4.1027280278332725,0.7173511571043114,,,-29.85,-71.854,19.11,4.0,17.55
154,0.1495043721050024,-0.14741100857034325,0.20995609713994215,13.02295696735382,2.703553031682968,,,0.4458713339403159,0.3221821004552434,0.26487550146451294,3.6666954843547663,0.5809702087235752,,,-29.86,-71.678,24.94,4.0,20.23
155,0.05596717444714159,0.5400809735432267,0.5429730956493115,24.15532977104187,2.728702486753464,,,0.4052904470052824,0.45225622482342454,0.34206598876021643,3.737228000967115,0.7121359173919279,,,-29.87,-71.505,31.54,4.0,22.83
156,0.017905553355813026,0.8566656676586717,0.8568527732265652,27.52844341278076,2.3483373713493347,,,0.529984020237419,0.5012689696746163,0.44899219857449946,2.693820527504465,0.8522682884644625,,,-29.88,-71.335,38.89,4.0,25.36
157,0.8390519467042759,0.5272289008973167,0.9909482747397199,25.25505271911621,2.861873742341995,,,0.6001615357562775,0.47063724292389175,0.5459351127837958,3.0744312590502654,0.7142410187657419,,,-29.889,-71.169,46.95,4.0,27.84
158,0.03250594376586378,-0.07213364906492643,0.07911952797844196,11.45478060245514,2.686268193721771,,,0.4967295281907646,0.4552917693785025,0.2853414591669571,3.4687891034395766,0.8406132821816116,,,-29.898,-71.006,55.69,4.0,30.27
159,-1.5712031314522028,0.6909745827317237,1.7164280218717265,25.84717351913452,2.59131939470768,,,0.8686273063426838,0.7295961131769831,0.7502342040784121,2.7977265981585204,0.927242688023824,,,-29.906,-70.847,65.09,4.0,32.66
